tweets,class
"The LibDems who lost 48 of their 56 seats, expect an 'avalanche of defections' from Labour because Corbyn isn't electable. Massive #irony",irony
Peace app pulled due to lack of inner peace and apparently it was fighting a war. #irony #squared http://t.co/fRxaQxgdU4,irony
"Wait! Decriminalise defamation? Spearheaded by the ANC?

I'm unable to can...
#CriminalDefamation #Irony #SomeNeverLearn",irony
Annoyed by a City finance wiz on the radio complaining about the country not preparing for rare weather events. #irony,irony
"A #reallife #jesus 😱
#accident #ironyoflife #irony #boating 
#repost from mikeyrantz777 🙏 https://t.co/GJCgr0aAJF",irony
My parents said I couldn't get my tattoo because it's too noticeable so I drew it on this morning and no one has noticed it #irony,irony
"With So much 
Of Fakeness around~
It's Better to Surround My Heart 
with 
Thick walls of Illusions.

#Life #irony 
#RA",irony
Using Race Bib pins to pop running blisters. #irony #runnerProblems #running #cantstopwontstop http://t.co/WQLgysShdi,irony
@EE just had a call disconnected because I have no signal...because the signal box you provided doesn't work #irony,irony
"@Daddy_Warpig @kaijusoshingeki Up next on 'Life is Beautiful,' the song 'Suicide is Painless.' #irony",irony
Gotta agree w/ jono on this one.  VERY #ironic a Rand Paul op whines for cameras everywhere.  #RedEye,irony
Crystal packed beef jerky in my suitcase because she loves me. I'm eating that beef jerky drunk at 2 a.m. because I hate myself. #irony,irony
"#Irony - #people #live in a #society, but let it be #dominated by #irrational #misconceptions of those #who live #outside that society.",irony
"Advertising hoarding at Stamford Bridge says ""Championing The True Spirit of The Game.""
Yet Diego Coata is on the pitch.  #irony
#CFCvAFC",irony
@sportsdes the @officialgaa has huge respect ads and campaigns each year..less and less respect shown each year at the highest level #irony,irony
Anyone else #amused by the #ironic #dichotomy between Occam's #razor and today's ridiculously over-engineered razors? http://t.co/DKXEqdK4sx,irony
New #quote : Ironic really ⚫️⚪️ #life #quote #ironic #instaquote #instapic #instagram #instalike #instamood #insta… http://t.co/WJYk7dmbLo,irony
What happened to that tall defender from Norwich we had on loan last season ? #ffc #coyw #tugboatturner #irony,irony
Still think it's funny @RGrich15 is in the McDonald's ticket promo! Even if it is a Big Mac land homer! #nuggets #ironic #awesomeness,irony
"Why would Diego Costa be right on top of the trends tho? He didn't even touch anyone, he played so good and without any faults -.- #irony",irony
"A statue of a #child, dedicated to children, set in a #park. Then encased in a fence. Oh the #irony #santaclara #utah http://t.co/qIXpyx2Rxx",irony
Prices jump as heroin antidote use increases http://t.co/KsHO4pM53Z via @dailyherald #irony #firstonesfree,irony
"Fresher: What’s your favorite quote about life?

Me: Life is more than single-liner quotes.

#Irony #Life",irony
"@OldBay_F3
2lb tombstone of dead information. Sponsored this year by the murderer. 
Must be nearing halloween.
 #Irony",irony
"@jaker1419 You realize people saying #IStandWithAhmed know #Electronics—and his school was Eng. #STEM focus HS—don't you?
#arrest is #ironic",irony
"So Gretzky endorses Harper, but due to Harper, the ex-pat can't vote, so yeah.  #Irony #WhoCares #VoteLiberal #Trudeau",irony
"Now, this was back in June. #ironic . Let's see what excuses get exercised for this. http://t.co/H2EsUHsazA",irony
"sorrow //
dt. Jamie
last edit of the night I promise #irony (Vine by the-war-outside) https://t.co/cKaZGnfCbj",irony
"#Irony Trilogy. 
Book 1 - The Animal is now #FREE. 
I repeat, the Irony Book 1 jackpot is now #Free 
https://t.co/JzvpaBMeRn",irony
Fair elections act keeps Gretzky from voting but his endorsement can be influential in keeping cons in power. #irony #cdnpoli,irony
.@artkc_ok I agree. But many uneducated don't know the slightest about prevention. And pro-lifers fight sex Ed in school. #irony,irony
"@AlterNet I won't buckle to H8er loons because when we do, this will become our national clock.
#anachronism #irony
https://t.co/2CTn1ieJ5m",irony
"Don't forget to turn off the screens and enjoy a pot of #tea this weekend. But, only after retweeting this #irony http://t.co/6S2kxG3xJh",irony
@GammaRae206 @cassieswinger18 @ProudDadtimes3 @SenTedCruz My sentiments exactly. Now stand up &amp; say that to liberal Washington. #irony,irony
Wowwww!! Smh whoever wrote that episode already knew. #prophesied #simpsons #ironic https://t.co/Vo6UGrL7Hk,irony
"@ImSporticus also forget that I need to keep eye on the long game, not the sprint race.  Am terrible at pace over long distance. #ironic",irony
@MLB bitching about being taken out?  Same guy that voluntarily took himself out of a meaningful game 2 of the ALCS in 2013 #irony #ahole,irony
Day 6 #ibiza time to party at #pasha after a detox salad at #passion  #irony #sun #sea #champagne https://t.co/ZY9pqRu7BT,irony
@JoseCanseco warming up for a softball game at the Field of Dreams today. #irony #irony #irony http://t.co/u8H3QEQ6pM,irony
@KnowsleyCouncil ironic how your parking enforcement was parked on double yellow lines to give a ticket out #irony http://t.co/o8a4X6ndOW,irony
"No dogs allowed in our building, only dog sculptures. #iron #ironic @ Fort Lee, New Jersey https://t.co/BTHUiU2lrJ",irony
This is rich. @JebBush Grandfather Was A Founding Member Of Today’s #PlannedParenthood. http://t.co/cpQ1WSRxRb #GOPHypocricy #Irony,irony
"When you have 3 hours to make a connection in ATL, and your next flight is only one gate over. 😂 #ironic #travel",irony
"I read this piece: http://t.co/geQ6FU7gLB 

Notice the AdBlock plugin that I run in Google’s Chrome. #Irony http://t.co/Ghhv3hEGO6",irony
Lol. It has only really worked for @JustinTrudeau who had extra time to find his stride. #ironic #karma  @Prairiedawg2015 #elxn42 #onpoli,irony
"About to tour London School of Hygiene and Tropical Medicine on Open House, just had an insect bite on my hand #irony",irony
Found a #heart potato @lfg_yeg while harvesting potatoes for @yegfoodbank #ironic http://t.co/hT9gc1Xsea,irony
#World's largest #horseshoe is not that big. #horseshoes Jane Abraham-Dunn #irony #amem #Apocalypse… https://t.co/ldhzil28Sj,irony
@GaryGlover888 @TakeThatDarwin @robster16a @JaTapps @TodaylnStupid @AtheistAdvocate #irony alert! Nonexistent gods?,irony
"Islamists go wildly against any secular figure in the Muslim world, then they rush to secular West for support in political crises! #irony",irony
An #Idaho #mortuary wants me to be prepared for #death AND emergencies. #funeral #irony http://t.co/aNx971ASER,irony
"decided to watch mock the week to cheer myself up after a really shit day only to hear Andy Parsons completely dis #Arsenal
#irony",irony
"@VoteWojcik DMC $ contingent on private $; but price of private investment now COUNTS on DMC $, making private $ less likely. #irony 2/2",irony
"@Lord_Sugar I thought it wasn't a television programme, it was a job interview like you kept telling the candidates #Ironic",irony
"First time since Jan that I didn't have to pay for bc since I'm no longer on Duq's ""health insurance"" #maybeTMI #butreallyexcited #irony",irony
@vinarmani 30 somethings have to recapture their youth? You gotta DJ paycheck? Rants dont make you an authority bro #insecure #gigolo #irony,irony
"@yorkrevolution vs Patriots  #ironic or just #murican? Either way, play ball! @DietrichD_HS @Godfactor",irony
"It's really disappointing how you put effort on someone and once you stop, you realize they never do shit or care about you. #irony",irony
"Meanwhile, they show Leoric's hero reveal...""These guys won't betray me"" as Illidan THE BETRAYER is behind him. #irony #HeroesWC",irony
Phone booth with phone books but no #phone. #ironic @ Joe Senser's Restaurant &amp; Sports Theater https://t.co/dJa24oEqzB,irony
At my brothers Retirement Party' he spent the last 27yrs with #WRPS K9 unit. #PublicService #PigRoast #Ironic http://t.co/a1OvM3BX14,irony
"@Ataqoz hahaha he's just being ironic. Can't believe it. 
HH: ""When we win its luck, when we lose its my fault."" #irony #notfunny",irony
"#mba ""Based on Cash Flows, Yahoo looks considerably stronger than Google"" -- A WSJ article about intrnt acnting from 2004 #irony",irony
"On same date madheshi , janjati , add to that all females would be stabbed and people celebrating diwali . #Irony  https://t.co/tDnPpLrEJ8",irony
No of course. Cause people I Syria have NO modern things at all #irony Stop spreading stupid bullshit!  https://t.co/w9vSAiezGQ,irony
"Isn't he the cutest iron...?

#irony #wishuponaquilt #quote #quotes #quilter #quilting #quilters #sewing #joke... http://t.co/Q0XyyWcLvi",irony
See the #irony here? @twitter is exposing the unsaid unwritten truth of #Incredibleindia  with #फेकू_तेरा_बाप http://t.co/PiPCRmyp4o,irony
amazing... a 30 dollar Alcatel phone (given to me by the bank) is still working after dropping and the 300 iphone 4s isnt... #irony,irony
@USNavy Commercial says 100 percent on watch.@CoachIvinJasper has these defensive ends from ECU constantly watching over the shoulder #Irony,irony
@JasnaBadzak @Disband_MPS @LeeJasper @MarkLewisLawyer @Saqibraja787 @p1966k @YeovilHG Continually harasses people &amp; cries harassment. #Irony,irony
The people that think there is no physical proof that climate change is a thing are the same people that believe in God. #ironic,irony
Same tech could make cars compliant when located in CA. #irony VW Accused of Cheating California Emissions Testing http://t.co/qYG7bMQAw7,irony
Speight Jenkins attempts to ghettoize the audiences that dug #WrittenonSkin as a tiny segment out of touch: http://t.co/tJQcHzZEXM #irony,irony
"The only #ironic thing about Alanis Morrisette's ironic is that none of her comments on irony are actually ironic, just facts of misfortune",irony
Photo Ahmed says: #invention #more #to #come #muslim #texas #school #teacher #principal #irony #clock http://t.co/m3yYOwJxVH,irony
"What a disregard in '#Israel' for one of its founding fathers.
#Irony
#Palestine http://t.co/FZgBlkqwlO",irony
I'm at the U of I architecture building and it is not wheelchair accessible. Pretty shitty design I'd say. #irony,irony
"This might be silly, but this is our tweet # 2015. In 2015! What are the odds! #Excited #Irony #SaturdayNightOnline #musicislife",irony
"Blackberry has shed 8,000 people and now CEO says finding and retaining good talent is hard http://t.co/pENGSgBDXZ #irony",irony
Great timing by @ITV to show #Invictus probably South Africa's greatest ever #RugbyWorldCup moment the same day as their worst #irony,irony
"And to think Eddie Jones will stand down from Japan after the #RWC2015 to coach the South African Stormers !
#ironic",irony
"@ITV clearly have a sense of humour... #Invictus is on AFTER #RSA historic loss to #JPN today 😳🙈

#badtiming #ironic #RWCupset",irony
"""#Coffee with a cop"" 
*no coffee allowed 
AKA the universe punks #lawenforcement via #irony
#coffeewithacop
http:// http://t.co/oq2FbPfhdM",irony
@Hannahcan98 @HarrisonCancino @RhondaGayleTX  I dropped my phone before this pic. Good thing it's waterproof #irony http://t.co/Nhbln2OAyj,irony
@Tiny_tinaxx @barbispence she blocked me even tho I never 'talked bad' about her (or ever tweeted her) - not sure who's intimidated #irony,irony
